id_gates,X,Y,Z
0,-0.918701171875,0.048095703125,0.05078125
200,-0.42626953125,0.288818359375,0.0244140625
400,0.138916015625,-0.10888671875,0.082275390625
600,0.173583984375,-0.658935546875,0.1025390625
800,-0.17138671875,-0.5869140625,0.125732421875
1000,-0.114013671875,-0.052001953125,0.137451171875
1200,0.3486328125,0.203369140625,0.160400390625
1400,0.528564453125,-0.00732421875,0.17578125
1600,0.228759765625,-0.156005859375,0.20654296875
1800,-0.069580078125,0.012451171875,0.232421875
2000,-0.04345703125,0.25390625,0.213134765625
2200,0.144287109375,0.220458984375,0.2333984375
2400,0.1796875,0.013427734375,0.26220703125
2600,0.035400390625,-0.075927734375,0.28662109375
2800,-0.049560546875,0.018310546875,0.30126953125
3000,0.01806640625,0.150634765625,0.329345703125
3200,0.0869140625,0.13818359375,0.32373046875
3400,0.095703125,0.071533203125,0.34765625
3600,0.01513671875,0.0400390625,0.37646484375
3800,-0.0830078125,0.04345703125,0.3662109375
4000,-0.07177734375,0.093505859375,0.388671875
4200,-0.028564453125,0.084716796875,0.40234375
4400,0.01953125,-0.0078125,0.44140625
4600,0.03564453125,-0.06640625,0.434326171875
4800,-0.0546875,-0.057373046875,0.462158203125
5000,-0.04931640625,0.0263671875,0.453125
5200,0.051513671875,0.06787109375,0.455322265625
5400,0.089599609375,-0.029052734375,0.481201171875
5600,0.03173828125,-0.052490234375,0.487060546875
5800,0.0166015625,-0.011962890625,0.502685546875
6000,0.03271484375,0.032470703125,0.5078125
6200,0.056396484375,0.045166015625,0.53955078125
6400,0.06640625,0.0048828125,0.531494140625
6600,0.037109375,-0.015625,0.530029296875
6800,0.028076171875,0.02392578125,0.55078125
7000,0.0263671875,0.058837890625,0.552978515625
7200,0.056396484375,0.0849609375,0.572998046875
7400,0.028564453125,0.043212890625,0.584716796875
7600,0.03515625,0.024169921875,0.583251953125
7800,0.018310546875,0.04296875,0.611083984375
8000,0.0224609375,0.030029296875,0.599365234375
8200,0.003173828125,0.03857421875,0.622314453125
8400,0.03271484375,0.022216796875,0.6298828125
8600,0.02734375,0.008544921875,0.62255859375
8800,0.017822265625,0.0224609375,0.6396484375
9000,0.017333984375,0.03076171875,0.63916015625
9200,0.026123046875,0.030029296875,0.649658203125
9400,0.047607421875,0.031005859375,0.662841796875
9600,0.034423828125,-0.000244140625,0.667236328125
9800,0.029052734375,0.02392578125,0.695068359375
10000,0.0087890625,0.044921875,0.669189453125
10200,0.03466796875,0.0263671875,0.6875
10400,0.018798828125,0.01806640625,0.68603515625
10600,0.024658203125,0.025146484375,0.692626953125
10800,0.02783203125,0.033447265625,0.69189453125
11000,0.037353515625,0.02392578125,0.70947265625
11200,0.04541015625,0.033203125,0.71923828125
11400,0.037841796875,0.021240234375,0.732666015625
11600,0.028564453125,0.041259765625,0.726806640625
11800,0.00244140625,0.03466796875,0.7314453125
12000,0.01708984375,0.062255859375,0.7265625
12200,0.037841796875,0.01025390625,0.752197265625
12400,0.039794921875,0.01953125,0.74072265625
12600,-0.000732421875,0.026123046875,0.74755859375
12800,0.02001953125,0.03076171875,0.753173828125
13000,0.023681640625,0.0322265625,0.767578125
13200,0.0390625,0.027587890625,0.75146484375
13400,0.0224609375,0.013671875,0.76123046875
13600,0.021728515625,0.03662109375,0.767333984375
13800,0.01904296875,0.037353515625,0.787353515625
14000,0.02001953125,0.016357421875,0.773193359375
14200,0.0224609375,0.040771484375,0.78466796875
14400,0.044921875,0.02587890625,0.7861328125
14600,0.015869140625,0.044921875,0.7919921875
14800,0.0380859375,0.02490234375,0.794189453125
15000,0.029541015625,0.02099609375,0.811279296875
15200,0.029052734375,0.01953125,0.8173828125
15400,0.0322265625,0.028564453125,0.81396484375
15600,0.018310546875,0.020263671875,0.80712890625
15800,0.0341796875,0.04248046875,0.819091796875
16000,0.056396484375,0.0126953125,0.813232421875
16200,0.02783203125,0.0361328125,0.82080078125
16400,0.04833984375,0.0380859375,0.8271484375
16600,0.0146484375,0.0400390625,0.837646484375
16800,0.034423828125,0.03515625,0.830322265625
17000,0.027099609375,0.036865234375,0.83740234375
17200,0.031494140625,0.0263671875,0.83251953125
17400,0.03125,0.019775390625,0.838623046875
17600,0.03076171875,0.017822265625,0.837890625
17800,0.048828125,0.02880859375,0.8466796875
18000,0.027587890625,0.022705078125,0.843505859375
18200,0.04052734375,0.032470703125,0.845458984375
18400,0.01806640625,0.035400390625,0.8466796875
18600,0.01904296875,0.032958984375,0.85595703125
18800,0.034423828125,0.03662109375,0.851806640625
19000,0.0380859375,0.03369140625,0.849365234375
19200,0.0166015625,-0.007080078125,0.86376953125
19400,0.045166015625,0.030029296875,0.866943359375
19600,0.018798828125,0.047119140625,0.864990234375
19800,0.060302734375,0.05126953125,0.873046875
