id_gates,X,Y,Z
0,-0.01611328125,-0.94189453125,0.002197265625
60,-0.040771484375,-0.8330078125,0.048583984375
120,-0.12890625,-0.6533203125,0.016845703125
180,-0.159912109375,-0.464111328125,0.064208984375
240,-0.129638671875,-0.270263671875,0.06591796875
300,-0.028076171875,-0.059326171875,0.076416015625
360,0.10400390625,0.16259765625,0.088623046875
420,0.280029296875,0.292724609375,0.074951171875
480,0.471435546875,0.37451171875,0.100830078125
540,0.638671875,0.410400390625,0.091552734375
600,0.712158203125,0.401123046875,0.103515625
660,0.69189453125,0.309326171875,0.1142578125
720,0.671142578125,0.184326171875,0.116455078125
780,0.58544921875,0.072021484375,0.118896484375
840,0.405517578125,0.021240234375,0.15234375
900,0.203125,0.013427734375,0.15087890625
960,-0.0146484375,0.028564453125,0.15234375
1020,-0.181884765625,0.07666015625,0.158935546875
1080,-0.34912109375,0.1865234375,0.175048828125
1140,-0.44873046875,0.277587890625,0.177001953125
1200,-0.503662109375,0.342529296875,0.16943359375
1260,-0.457275390625,0.385009765625,0.19580078125
1320,-0.384521484375,0.43505859375,0.19873046875
1380,-0.293212890625,0.422119140625,0.221435546875
1440,-0.207275390625,0.35009765625,0.24365234375
1500,-0.116943359375,0.218017578125,0.216796875
1560,-0.000244140625,0.087890625,0.221435546875
1620,0.04296875,-0.043701171875,0.251953125
1680,0.07763671875,-0.2177734375,0.248291015625
1740,0.075927734375,-0.341552734375,0.2607421875
1800,0.0498046875,-0.416748046875,0.232666015625
1860,0.00537109375,-0.458740234375,0.2705078125
1920,-0.06103515625,-0.444580078125,0.26416015625
1980,-0.087890625,-0.43701171875,0.275390625
2040,-0.132568359375,-0.361572265625,0.2763671875
2100,-0.083251953125,-0.23681640625,0.290283203125
2160,-0.059814453125,-0.112548828125,0.294677734375
2220,0.01318359375,0.013427734375,0.306640625
2280,0.10595703125,0.132080078125,0.305908203125
2340,0.209228515625,0.201171875,0.30615234375
2400,0.301025390625,0.25146484375,0.30712890625
2460,0.361083984375,0.253662109375,0.31884765625
2520,0.425048828125,0.217529296875,0.328125
2580,0.42626953125,0.184326171875,0.33251953125
2640,0.3974609375,0.13916015625,0.343994140625
2700,0.303955078125,0.07861328125,0.348876953125
2760,0.217041015625,0.029052734375,0.34130859375
2820,0.09765625,-0.003173828125,0.356689453125
2880,-0.04443359375,0.0107421875,0.36474609375
2940,-0.1494140625,0.02685546875,0.3603515625
