id_gates,X,Y,Z
0,-0.936767578125,-0.0009765625,0.025146484375
60,-0.849853515625,0.020751953125,0.05029296875
120,-0.75244140625,0.115478515625,0.06396484375
180,-0.6943359375,0.224365234375,0.05859375
240,-0.65478515625,0.293212890625,0.092529296875
300,-0.628662109375,0.31201171875,0.090576171875
360,-0.511474609375,0.3017578125,0.0869140625
420,-0.394775390625,0.335205078125,0.112548828125
480,-0.320068359375,0.396484375,0.11376953125
540,-0.250732421875,0.41748046875,0.11767578125
600,-0.209228515625,0.395751953125,0.122802734375
660,-0.171142578125,0.3779296875,0.153076171875
720,-0.07470703125,0.378173828125,0.132568359375
780,-0.02783203125,0.384521484375,0.126953125
840,-0.015380859375,0.38330078125,0.15576171875
900,0.002685546875,0.369384765625,0.1796875
960,0.052978515625,0.34521484375,0.177490234375
1020,0.10693359375,0.319091796875,0.1962890625
1080,0.150390625,0.318603515625,0.188232421875
1140,0.16162109375,0.307373046875,0.19775390625
1200,0.16650390625,0.265869140625,0.205322265625
1260,0.194091796875,0.21875,0.22900390625
1320,0.1865234375,0.160888671875,0.2216796875
1380,0.195068359375,0.12060546875,0.21533203125
1440,0.161865234375,0.06982421875,0.2353515625
1500,0.122314453125,0.026123046875,0.250244140625
1560,0.07958984375,-0.00732421875,0.240478515625
1620,0.028564453125,-0.036376953125,0.25927734375
1680,-0.035400390625,-0.08544921875,0.2646484375
1740,-0.06396484375,-0.06298828125,0.264892578125
1800,-0.1123046875,-0.064453125,0.24560546875
1860,-0.17431640625,-0.025634765625,0.27880859375
1920,-0.1962890625,-0.015625,0.270263671875
1980,-0.222412109375,0.020263671875,0.298583984375
2040,-0.23681640625,0.026123046875,0.290283203125
2100,-0.230712890625,0.07080078125,0.306640625
2160,-0.2216796875,0.10302734375,0.2890625
2220,-0.21435546875,0.142822265625,0.314453125
2280,-0.189697265625,0.163818359375,0.334716796875
2340,-0.184814453125,0.16455078125,0.322998046875
2400,-0.172119140625,0.18408203125,0.322021484375
2460,-0.12939453125,0.207763671875,0.337646484375
2520,-0.133544921875,0.242431640625,0.3291015625
2580,-0.09423828125,0.279541015625,0.3330078125
2640,-0.07373046875,0.298095703125,0.336669921875
2700,-0.06787109375,0.28369140625,0.36572265625
2760,-0.015380859375,0.32275390625,0.363037109375
2820,0.02685546875,0.35498046875,0.368896484375
2880,0.046875,0.3916015625,0.35595703125
2940,0.07666015625,0.40869140625,0.373046875
